Nom;Ville;Departement;Websites;Mail;Produits;Infos
"AMAP de l'AUBEPINE";aubergenville;78;https://www.facebook.com/AMAPaubepine/;amap.aubepine@gmail.com;" Légumes BIO, oeufs BIO, pain BIO, miel BIO";"Distribution le mercredi de 18h30 à 19h30 à la ferme de la Garenne - 10, rue de la Ferme."
"Les Jardins de Boicyfleur";bois-d-arcy;78;go.php?typ=1&id=1111;lesjardinsdeboicyfleur_CHEZ_laposte.net;" Légumes, fruits, pain, farine, miel, oeufs, pâtes, fromade de chèvre, huile d'olive";"Distribution le mercredi de 18h15 à 19h30 rue Paul Vaillant Couturier à la Maison des Associations. Cette AMAP sert trois communes : Fontenay le Fleury, Bois d?Arcy et Saint-Cyr l?école."
AMAPassion;bonnelles;78;;amapassion78@gmail.com;" Légumes, ?ufs, miel, pain d'épices, pâtes de blé tendre, agrumes, huile d'olive";"Distribution le mardi de 18h à 19h30 ou le samedi de 10h à 11h30 - 23, rue du mail."
"Les Paniers de Noncienne";bonnelles;78;go.php?typ=1&id=1484;lespaniersdenoncienne@gmail.com;" Légumes, oeufs, poulets, fromages de chèvre, miel, pâtes";"Distribution le mercredi de 18h à 19h30 rue du Mail (à côté de la halte garderie)."
"LE PANIER DE BERTHE";bougival;78;https://www.facebook.com/AmapBougival/?locale=fr_FR;lepanierdeberthe@gmail.com;" Légumes BIO, fruits, pain, poulets, champignons de Paris";"Distribution le mercredi de 18h à 20h à La Maison de Parc sur l'ile de la Chaussée parc Vieljeux, avenue J-B Charcot."
"Paniers Bio de Carrières";carrieres-sous-poissy;78;go.php?typ=1&id=2418;paniersbiodecarrieres_CHEZ_gmail.com;" Légumes";"Distribution le mercredi de 18h30 à 19h45 au 573, Grande rue."
"AMAP Carrières sur Seine - Jardin d'en haut";carrieres-sur-seine;78;;amap.carrieres@gmail.com;" Légumes";"Distribution le vendredi de 18h30 à 20h30 au 19, rue Gabriel Peri."
"Amap Les Potirons";cernay-la-ville;78;go.php?typ=1&id=2578;bureau_les_potirons@framagroupes.org;" Légumes, oeufs";"Distribution le mercredi de 19h30 à 19h15 - Allée de l'Ancien Lavoir."
"AMAP La Clé des Champs";conflans-sainte-honorine;78;"https://www.facebook.com/AmapConflans | go.php?typ=1&id=2214";contact@amapconflans.fr;" Légumes BIO, produits laitiers BIO, poulet BIO, oeufs BIO, pain BIO, pommes et jus de pomme BIO";"Distribution le vendredi de 17h30 à 19h30 à la MJC ""Les Terrasses"" - Avenue du pont."
"AMAP L'EPI DE BLE";croissy-sur-seine;78;go.php?typ=1&id=2446;laboriejm20@orange.fr;" Légumes BIO";"Distribution le lundi de 19h à 20h15 au Foyer Courtel - 30, rue Maurice Berteaux."
"LES JARDINS DE BOICYFLEUR";fontenay-le-fleury;78;go.php?typ=1&id=2639;jardins@boicyfleur.org;" Légumes, fruits, pain, farine, miel, oeufs, pâtes, fromage de chèvre, huile d'olive";"Distribution le mercredi de 18h15 à 19h30 à coté de l'école Victor Hugo au 54 bis, rue Victor Hugo."
"Graines d'avenir";fourqueux;78;"https://www.facebook.com/AMAPFourqueux/ | go.php?typ=1&id=1470";amapdefourqueux@gmail.com;" Légumes, fruits, oeufs, volaille, pain, champignons";"Distribution le mercredi de 18h à 19h30 sur le parking de la Mairie."
"AMDA DE LA BOUCLE";freneuse;78;go.php?typ=1&id=606;amapdelaboucle@gmail.com;" Légumes, fruits";"Distribution le vendredi de 18h30 à 19h45 à l'Espace Gautier - rue des Bastiannes."
"AMAP DU DONJON";gressey;78;https://www.facebook.com/groups/1649710788443259/;contact@amapdudonjon.fr;" Légumes BIO, oeufs BIO, pain BIO, volaille BIO, cidre";"Distribution le vendredi de 18h à 19h30 sous le préau de l'école (derrière la Mairie) - 2 rue des plantes."
"AMAP Pont du Routoir";guyancourt;78;https://www.facebook.com/p/AMAP-Pont-du-Routoir-100062937655941/;delalandevero@gmail.com;" Légumes, pommes, poires, agrumes, oeufs, viande, volaille";"Distribution le mardi de 18h30 à 19h30 à la Résidence ""Les Belles aux Bois dormant"" - 20, rue Victor Hugo."
"AMAP TERRAIN VAGUE";guyancourt;78;go.php?typ=1&id=1279;terrainvagueamap@gmail.com;" Légumes, fruits d?été et d?hiver, pain, volaille, ?ufs, fromage de chèvre, olives, miel";"Distribution le jeudi de 19h à 20h à l'Espace Yves Montand - 12-16 rue, Neil Armstrong (Quartier du Pont du Routoir)."
"La Cagette Verte - AMAP étudiante de l'UVSQ";guyancourt;78;"https://www.facebook.com/pages/La-Cagette-Verte/146044142127354?sk=timeline | go.php?typ=1&id=1474";lacagetteverte@gmail.com;" Légumes, pain, oeufs";"Distribution le mardi de 17h30 à 19h30 à la maison de l'étudiant."
"Les Près d'Chez Vous";guyancourt;78;go.php?typ=1&id=1476;lespresdechezvous@gmail.com;" Légumes, fruits, oeufs, pain, fromage de chèvre, viande, miel";"Distribution le jeudi de 19h à 19h30 à l'ancien ""Point Jeunes de la République"" - rue Le Corbusier."
"L'ETANG AUX PETITS OIGNONS";l-etang-la-ville;78;go.php?typ=1&id=2781;letangauxpetitsoignons@gmail.com;" Légumes";"Distribution le vendredi de 18h à 19h30 aux Vestiaires du foot de l?Auberderie."
"Les jardins du Clos Fleuri";la-celle-les-bordes;78;go.php?typ=1&id=2640;alain.epstein@outlook.fr;" Légumes";"Distribution le samedi de 11h à 12h au siège de l'exploitation «les Jardins du Clos Fleuri» - 30, rue du Caillon."
"AMA PLANETE";le-mesnil-saint-denis;78;https://www.facebook.com/amaplanetelemesnil/;amaplanete@outlook.fr;" Légumes, fruits";"Distribution le mercredi de 18h30 à 19h30 dans les communs du Château - 1, rue Robert Husson."
"LES PANIERS D'AUTREFOIS";le-mesnil-saint-denis;78;go.php?typ=1&id=2582;n.mazoyer@free.fr;" Légumes BIO, oeufs, poulet BIO, pains et farines BIO, pommes/poires et fruits rouges BIO, cidres et jus de fruits BIO, miel";"Distribution le jeudi de 18h30 à 19h30 à la Mairie - 1,rue Robert Husson."
"AMAP O'Pecq";le-pecq;78;https://www.facebook.com/Lepecqsolidaireecocitoyen/photos/307738907498939/;amapopecq@gmail.com;" Légumes BIO";"Distribution le vendredi de 18h à 19h30 au Pôle associatif Wilson (Salle 3)- 6, Avenue de la paix."
"Les Jardins Enchantés";le-vesinet;78;go.php?typ=1&id=702;amap.lesjardinsenchantes@gmail.com;" Légumes BIO, fruits BIO, pain champignons";"Distribution le vendredi de 18h30 à 20h30 à la paroisse Sainte-Pauline - 55, boulevard d'Angleterre."
"Mûres et Laitues";les-alluets-le-roi;78;;pillard.philippe@neuf.fr;" Légumes, fruits";"Distribution le samedi de 11h à 12h à la Maison Gaillard - route Royale."
"Graines et Cultures";levis-saint-nom;78;go.php?typ=1&id=1478;f-magar@orange.fr;" Légumes BIO, viandes, fromage de chèvre BIO, ?ufs BIO, poulet BIO, pain BIO";"Distribution le mercredi de 19h à 20h à la Salle de Girouard - Place Yvon Esnault."
"Un pour tous, tous pour un";limay;78;;amap.limay@gmail.com;" Légumes, fruits, pain, oeufs, fromage de chèvre";"Distribution le jeudi de 17h30 à 19h à la Nouvelle Réserve - 5, rue Foch."
"AMAP DU MANTOIS";magnanville;78;"https://www.facebook.com/AMAP-du-Mantois-131757673604699/ | go.php?typ=1&id=598";amapdumantois@gmail.com;" Légumes, fruits, oeufs, pain";"Distribution le jeudi de 19h à 20h au Colombier rue de la Ferme."
"Rouge Tomate";maisons-laffitte;78;go.php?typ=1&id=1482;rougetomate78600@gmail.com;" Légumes, fruits";"Distribution le jeudi de 18h30 à 20h au Palais Omnisports Pierre Duprès - 20, rue de la Digue."
"Les Bio Paniers de Mareil";mareil-marly;78;go.php?typ=1&id=682;amapbiomareil@gmail.com;" Légumes, fruits, volaille, oeufs, viandes, jus de pommes, pain, viennoiserie, huile, champignons, olives";"Distribution le mercredi de 18h à 20h à la MJC aux Bois Noirs - rue des Bois-Noirs (près RD98 et à côté des tennis)."
"AMAP du Saule Blanc";mareil-sur-mauldre;78;"https://www.facebook.com/amapdusauleblanc/ | go.php?typ=1&id=703";contact@amapdusauleblanc.fr;" Légumes";"Distribution le jeudi de 18h30 à 19h30 chez Maxime Camelot - 31, rue du Clos Pigeon."
"AMAP DE MARLY";marly-le-roi;78;https://www.facebook.com/AmapMarly/;marlyleroi.amap@gmail.com;" Légumes BIO, pommes, poires, champignons, fromages et laitages de chèvre, oeufs, volaille, viandes, pain, farine, lentilles, pâtes fraîches et sèches";"Distribution le vendredi de 18h à 19h30 au Pôle jeunesse - 16, avenue Jean Béranger (au croisement avec la rue de la briqueterie)."
AMMAP;maurepas;78;;amaurepasmap@gmail.com;" Légumes, pain";"Distribution le vendredi de 18h30 à 20h à la Ferme Prud'homme - 32, rue de Coignieres."
"Les Carottes de Patagonie";maurepas;78;go.php?typ=1&id=1477;carottes.de.patagonie@gmail.com;" Légumes, fruits, pain, fromage de chèvre, noix";"Distribution le jeudi de 18h à 19h à la Salle de la Maison de Sologne - 2, avenue de Sologne."
"AMAP LES BIOPANIERS DE MEDAN";medan;78;https://www.facebook.com/lesbiopaniersdemedan/;amapmedan@gmail.com;" Légumes";"Distribution le mercredi de 18h à 20h au Garden Bar - 2, rue Pasteur."
"Le Jardin du Grand Murin";montchauvet;78;go.php?typ=1&id=2282;jardindugrandmurin@gmail.com;" Légumes BIO";"Distribution le jeudi de 19h à 20h au chalet derrière la Mairie."
"AMAP De la Ferme";l?assiette;79;go.php?typ=1&id=2246;amapaiffres@gmail.com;" Légumes BIO, pommes, poires, fromage, oeufs, volaille, pain, viande";"Distribution le mardi à 18h à 19h au 200, rue de l?église."
"Macopa Amap de Boismé";boisme;79;https://www.facebook.com/p/Macopa-Amap-de-Boism%C3%A9-100076679051469;amap.de.boisme@gmail.com;" Légumes, pain, farine, huile, ?ufs, fromages, produits laitiers, pâtes, viandes de b?uf et de porc, volaille, pommes, épicerie, plantes aromatiques, savons et cosmétiques";"Distribution le mercredi de 18h à 19h - 9, rue du Parc."
"AMAP Asphodèle";bressuire;79;go.php?typ=1&id=2302;79amap.asphodele@gmail.com;" Légumes, fruits et jus, pain, farine, oeufs, volaille, fromages, produits laitiers, viandes, huile, confiture";"Distribution le jeudi de 17h30 à 18h30 chez Philippe BLANCHARD à La Touche - Breuil-Chaussée."
"LE BOCAGEOT";cerizay;79;go.php?typ=1&id=1283;lebocageot@gmail.com;" Légumes BIO, fruits, pain, brioches, farine BIO, oeufs, produits laitiers BIO, poulets, viande de porc BIO, miel, limonade, bière, huile de colza et tournesol";"Distribution le jeudi de de 18h30 à 19h30 - rue du 11 Novembre."
"LE PANIER DU THOUARET";chiche;79;;panierduthouaret@hotmail.fr;" Légumes BIO, pain & farine BIO, oeufs BIO, fromages de chèvre BIO, produits laitiers de vache BIO, viandes d'agneau / porc / boeuf / veau BIO, volaille BIO, pommes BIO";"Distribution le vendredis soir de 18h à 19h derrière l'église."
"ALIMENTAIRE, MON CHER MARAIS";coulon;79;https://www.facebook.com/amapdecoulon/;amapdecoulon@gmail.com;" Légumes, pain, fruits, pâtes, gâteaux, fromage de chèvre, viande, volaille, oeufs";"Distribution le jeudi de 18h30 à 19h30 à la Conserverie."
"Les Paniers Mouillés";le-vanneau;79;go.php?typ=1&id=2681;louvie79@wanadoo.fr;" Légumes, pain, fromage de chèvre, pommes, miel, poulet, viandes de veau, b?uf, porc";"Distribution le vendredi de 18h à 19h à la Petite Epicerie du Vanneau."
"Ine Boune Peneraie";moncoutant;79;go.php?typ=1&id=368;inebounepenerie@gmail.com;" Légumes, ?ufs, volaille, viande bovine, viande de porc, pain, produits laitiers et fromage de chèvre, huile, pâtes, légumineuses";"Distribution le jeudi de 17h30 à 18h30 rue des Prairies."
"AMAP 'Tite Souchéenne";niort;79;"https://fr-fr.facebook.com/AMAPtite-Souch%C3%A9enne-1688773334716944/ | go.php?typ=1&id=1029";amap.souche@gmail.com;" Légumes, pain, pommes, pizzas, poulet, bière, fromage de chèvre, pâtes";"Distribution le jeudi de 18h à 19h au CSC de Souché - 3, rue de l'Aérodrome."
"Les Paniers de la Sèvre";niort;79;go.php?typ=1&id=1193;contact@les-paniers-de-la-sevre.com;" Légumes, fruits, viande bovine, volaille, fromage de chèvre, pain, farine, miel";"Distribution le jeudi de 18h30 à 19h30 au CSC Grand Nord Maison de Quartier - 67 bis, Rue des Brizeaux."
"LE BIAU PANIER";parthenay;79;go.php?typ=1&id=1286;biau_panier_college@framalistes.org;" Légumes, fruits, pain, viandes, fromages, lait, volaille, oeufs, confitures, huile, vin, bière";"Distribution le mardi de 18h à 19h dans la coursive gauche des halles en face du bar ""Le Baratin""."
"Amap ' Poule";saint-aubin-du-plain;79;;chroy79@gmail.com;" Légumes, poulets, viandes, produits laitiers, fromage de chèvre, pain";"Distribution le vendredi de 18h30 à 19h30 à la ferme à La Connouère. Contact téléphonique : - Mr et Mme ROY - 05 49 81 20 99"
"AMAP de Saint-Maixent";saint-maixent;79;;lafermedececile@club-internet.fr;" Légumes BIO, viandes de boeuf, agneau, porc";"Distribution le vendredi de 18h30 à 19h30 à la salle des fêtes."
"AMAP DE LA CERISAIE";saint-martin-de-saint-maixent;79;"https://www.facebook.com/fermedelacerisaie/ | go.php?typ=1&id=877";amap.cerisaie@gmail.com;" Légumes";"Distribution le vendredi de 17h à 19h rue de la Cerisaie à Fiol."
"AMAP Asphodèle";saint-pierre-des-echaubrognes;79;go.php?typ=1&id=361;79amap.asphodele@gmail.com;" Légumes BIO, fruits & jus de fruits BIO, pain & farine BIO, oeufs BIO, confitures BIO, fromages BIO, produits laitiers BIO, viandes BIO";"Distribution le jeudi de 17h30 à 18h30 - 63, rue du Péré."
"Amap des Courts Circuiteurs";thouars;79;go.php?typ=1&id=362;courts-circuiteurs@mailo.com;" Légumes, fruits, fromages, produits laitiers, volaille, viandes, pain, miel, vin, bière";"Distribution le jeudi de 18h30 à 19h30 - Place des Maligrettes."
"AMAP Bons Légumes & Companie";usseau;79;;lesbonslegumes@gmail.com;" Légumes BIO";"Distribution s le mardi et le vendredi de 18h30 à 19h30."
"Les Paniers de Vallans";vallans;79;https://www.facebook.com/lespaniersdevallans;les.paniers.de.vallans@gmail.com;" Légumes BIO, volailles BIO, oeufs BIO, viandes BIO, fromages, pain BIO, pâtes BIO, bière , huile BIO, farine BIO, pommes BIO, légumes secs BIO, miel";"Distribution le mardi de 17h45 à 19h15 à la salle des Associations. Ceci est une association de consom'acteurs."
"Amap Min Bio Paysan";abbeville;80;;minbiopaysan@gmail.com;" Légumes, pommes, oeufs, pain, champignons, fromage de chèvre, poulet";"Distribution le jeudi de 18h15 à 19h15 au 310, Chaussée de Rouvroy. Contact téléphonique: -Brigitte TESTU : 06 15 65 73 71"
"AMAP du Val de Noye";ailly-sur-noye;80;go.php?typ=1&id=2209;ekanclerz@free.fr;" Légumes BIO, produits laitiers de chèvre BIO, ?ufs BIO, pain BIO, huile, farine, bière";"Distribution le jeudi de 19h15 à 19h45 au 3, route de Chirmont."
"AMAP AIRAINES";airaines;80;https://www.facebook.com/AmapAiraines/;amapairaines@gmail.com;" Légumes BIO, fruits BIO, farine BIO, miel BIO, huile BIO";"Distribution le vendredi de 17h30 à 18h30 sous le porche du parking de l?agence Groupama."
"AMAP Légumes";vivre;80;go.php?typ=1&id=2222;eliane.delamarliere@wanadoo.fr;" Légumes BIO, produits laitiers BIO";"Distribution le mercredi de 18h à 19h - 32, rue de la Libération. Contacts téléphoniques: - 06.69.95.71.88 - 06.87.05.15.80 Occasionnellement sur commande et BIO : fruits, jus de fruits, ?ufs, avocats, champignons, fromages de chèvre, truite, viande bovine, volailles, vin"
"AMAP Art du Panier";amiens;80;go.php?typ=1&id=2007;amapartdupanier@gmail.com;" Légumes BIO, viande BIO, pâtes BIO, pain BIO, farine BIO, oeufs BIO";"Distribution le jeudi de 17h45 à 18h15 à la Cité administrative - rue Just Haüy, près de la gare."
"Amap Chés Carottes";amiens;80;go.php?typ=1&id=2587;amap.chescarottes@gmail.com;" Légumes BIO, pommes et jus BIO, pain BIO, oeufs BIO, volaille BIO, pâtés BIO, viandes BIO (boeuf, veau et agneau), miel, légumineuses BIO";"Distribution le jeudi de 17h30 à 19h au cloître Dewailly - rue Frédéric Petit."
"AMAP du Cirque";amiens;80;https://www.facebook.com/amapducirque/;amapducirque@lilo.org;" Légumes BIO, fruits BIO, produits laitiers chèvre BIO, ?ufs BIO, viande de b?uf BIO, vins BIO, miel BIO, kéfir BIO";"Distribution le jeudi de 17h à 19h - 13, Boulevard Maignan Larivière (entrée rue de la République)."
"Amap du Potager";amiens;80;go.php?typ=1&id=517;amap@amapdupotager.fr;" Légumes BIO, fruits BIO, produits laitiers chèvre BIO, ?ufs BIO, pain BIO, viande de porc et de b?uf BIO";"Distribution le jeudi de 17h30 à 19h30 à l'Auberge de jeunesse - 30, square Friant (les 4 chênes)."
"AMAP d'Albi - La Madeleine";albi;81;"https://www.facebook.com/AMAP-du-Segala-406201392886703/ | go.php?typ=1&id=78";amapalbilamadeleine@gmail.com;" Légumes, fruits, pain, fromages, viandes, miel, pâtes, vin, poulets, jus de pommes, pommes, jus de raisin, sirops, confitures";"Distribution le mardi de 18h à 19h au 48, rue du Capitaine Julia."
"AMAP TOURONDEL";albi;81;;amap.tourondel@gmail.com;" Légumes";"Distribution le vendredi de 18h à 19h30 au 38, route de Terssac."
"AMAP du Carrofoul";albi-le-sequestre;81;go.php?typ=1&id=2763;amapducarrofoul@sud-ouest.org;" Légumes";"Distribution le jeudi de 18h à 19h sur le parking du Quartz - 28, avenue St Exupery."
"AMAP DU SEQUESTRE";albi-le-sequestre;81;go.php?typ=1&id=1537;amapdusequestre@gmail.com;" Légumes, oeufs";"Distribution le mardi de 18h à 19h dans le patio du Complexe Omnisports - Place de la Mairie."
"AMAP de Ambres";ambres;81;;romainmauget@yahoo.fr;" Légumes, fruits, aromatiques, plants en agriculture biologique";"Distribution le mardi de de 17h à 19h à la Ferme de Manelphe - Lieu-dit Manelphe."
"LES LÉGUMES DE GRATELOUP";arifat;81;;calmels.sebastien889@orange.fr;" Légumes BIO";"Nous sommes en attente de plus d'informations."
"AMAP D'AUTAN";castres;81;go.php?typ=1&id=72;amapautan@mailo.com;" Légumes BIO, pommes, pain, fromage, oeufs BIO";"Distribution le lundi de 18h à 19h au 12, rue de Bisseous."
"AMAP de Couffouleux";couffouleux;81;;amap.legumes.couffouleux@gmail.com;" Légumes BIO";"Distribution le mardi de 18h15 à 19h15 dans le hall de la salle polyvalente Hervé de Guerdavid - Rue des écoles."
"AMAP de Labastide de Lévis";labastide-de-levis;81;go.php?typ=1&id=2651;eirl.sainterose@gmail.com;" Légumes BIO";"Distribution le vendredi de 18h à 19h au Mas de Roudié."
"AMAP A! MA POMME";labastide-st-georges;81;;robert.couffignal@free.fr;" Pommes";"Distribution le jeudi de 18h à 19h sur la Place de la Fraternité. Robert COUFFIGNAL : tél 06 88 40 92 21"
"AMAP DES HAUTES PLAINES";labastide-st-georges;81;go.php?typ=1&id=75;robert.couffignal@free.fr;" Légumes, agrumes, poulets, oeufs, laitages, viandes, pain, riz";"Distribution le jeudi de 18h à 19h sur la Place de la Fraternité. Contact téléphonique : - Robert COUFFIGNAL : 06 88 40 92 21"
"AMAP DU PASTEL";labastide-st-georges;81;go.php?typ=1&id=1533;amapdupastel@gmail.com;" légumes, fruits, oeufs, farine, viande d?agneau";"Distribution le lundi, place Georges Brassens."
"AMAP de la Saudronne";lagrave;81;;gaecdelasaudronne@laposte.net;" Légumes";"Distribution le mardi de 18h à 19h chez les producteurs Stéphane et Nicolas PICAT - GAEC DE LA SAUDRONNE - Pont Gauthier. Contacts téléphoniques : - Sylvie ESTIVALS - Tél. : 05.63.43 41 05 - Véronique NEUVILLE - Tél. : 06.83.82.54.79"
"AMAP de Fondenise";lisle-sur-tarn;81;"https://www.facebook.com/Amap-de-Fondenise-679507742132373/ | go.php?typ=1&id=2268";fermedefondenise@gmail.com;" Légumes BIO, pommes BIO, pains BIO, fromage de chèvre, pâtes fraîches BIO, biscuits Nature et Progrès, poulets fermiers";"Distribution le mardi de 17h30 à 19h30 à la ferme ""Les Robertes"". Contact téléphonique: - Marjolaine et Gerard GREZES : 05 63 40 49 02"
"Amap de Loupiac";loupiac;81;;amap.loupiac81800@gmail.com;" Légumes";"Distribution le mercredi de 18h à 19h sous la Halle de la Mairie, à partir du mois de novembre. Renseignements : 05.34.25.15.42"
"ASSO MIECH";montans;81;https://www.facebook.com/AssoMiech/;lemiech@wanadoo.fr;" Légumes, jus de pommes, pommes, fruits rouges, vin, produits laitiers, oeufs, volaille, lait, viande";"Distribution le mardi et le vendredi de 17h à 19h chez le producteur Christian PERRY à la Ferme Le Miech."
"AMAP de Pommes en Pommes";rivieres;81;;s.conesa.maurel@free.fr;" Pommes";"Distribution le 1er mercredi du mois de 17h à 19h chez le producteur M. Patrick PATINIER à ""Bois de rivières""."
"AMAP DE RIVIERES";rivieres;81;go.php?typ=1&id=1544;amaprivieres@gmail.com;" Pommes de terre, pommes, poulet, oeufs, fromage, poisson , viande de porc BIO, farine, pain, miel";"Distribution le 1er mercredi du mois de 17h30 à 19h à la salle de Rivières."
"AMAP DU ROUCH";saint-avit;81;;amap.saintavit@hotmail.fr;" Légumes";"Distribution le mercredi et le vendredi à 18h chez la productrice Sophie Aversenq au ""Rouch Bas""."
"AMAP DE SAINT-SULPICE LA POINTE";"saint-sulpice- la-pointe";81;"https://www.facebook.com/AMAPstsul/ | go.php?typ=1&id=76";amapstsul@gmail.com;" Légumes BIO, pommes BIO, agrumes BIO, fromage de chèvre BIO, riz, pain BIO, oeufs BIO, farine BIO, volaille , thé";"Distribution le lundi de 18h à 19h à la Salle POLYESPACE."
"AMAP Les Bouygasses";la-salvetat-belmontet;82;;;" Légumes BIO";"Distribution le vendredi à la Ferme ""Les Bouygasses""- 1496, Les Buygasses -Départementale D8. Contact téléphonique : 05 63 30 31 28"
"AMAP Aups Moissac";aups;83;go.php?typ=1&id=314;contact@amapaupsmoissac.ovh;" Légumes BIO, fromage, pommes, viande, volaille, oeufs, miel";"Distribution le mardi de 17h30 à 18h30 à la Campagne Lunounette - 1350, Chemin du Cade."
"AMAP de BANDOL";bandol;83;"https://www.facebook.com/AMAP-de-Bandol-259356104621284/ | go.php?typ=1&id=2620";amapbandol@gmail.com;" Légumes BIO, pain BIO, ?ufs BIO, huile d?olive BIO, fromages au lait de chèvre en culture raisonnée.";"Distribution le vendredi de 17h à 18h sur le parking à côté du tabac de la porte d'azur - 175, boulevard de Marseille (quartier Porte d?Azur)."
"AMAP de BARJOLS";barjols;83;;franckboyer06@gmail.com;" Légumes BIO";"Distribution s le mardi et le vendredi de 18h à 19h au Cercle de l?avenir - Boulevard Grisolle."
"AMAP DES CANDOULIERS";bras;83;;amapdescandouliers@gmail.com;" Légumes BIO, oeufs BIO, farine BIO, pain BIO";"Distribution le jeudi de 18h à 19h à la salle de l?Aïkido-aux allées."
"AMAP EN PROVENCE VERTE";brignoles;83;https://www.facebook.com/pg/amapbrignoles/about/?ref=page_internal;valerik@domaineduvaldecamps.fr;" Légumes, fruits, volaille, produits laitiers";"Distribution le vendredi à 17h30 à la ferme ""LE VAL DE CAMPS""- 2196, Chemin du Val de Camps."
"AMAP Les paniers des Herbes Follettes";carqueiranne;83;"https://fr-fr.facebook.com/AMAP-les-herbes-follettes-788734064535763/ | go.php?typ=1&id=1790";alainhelft@wanadoo.fr;" Légumes, viande bovine, poisson, volaille BIO, oeufs BIO, fromages, spiruline, miel, pain BIO, farine BIO";"Distribution le mercredi de 18h à 19h à la ferme de Jérôme FABRE - 860, avenue des 3 pins."
"LES AMAPIENS DU GOLFE";cogolin;83;go.php?typ=1&id=315;lesamapiensdugolfe83310@gmail.com;" Légumes, fromages de chèvre, poisson, ouefs, pain, poisson, viande ovine, confitures, safran";"Distribution le mardi de 17h30 à 19h à la serre du Jardin la Piboule - 148, Route du pont de Vinaigre."
"AMAP Lune Etoile";draguignan;83;"https://www.facebook.com/amaple83300/ | go.php?typ=1&id=318";amap.lune.etoile@gmail.com;" Légumes BIO, fromages de chèvre, volaille BIO, oeufs, viandes, poissons, miel, huile, vin BIO, spiruline";"Distribution le lundi de 18h30 à 19h30 - Rue Notre-Dame du peuple (à côté de la police municipale)."
"AMAP Figanieres";figanieres;83;https://www.facebook.com/groups/1628748090687103/;fig.amap83@orange.fr;" Légumes, fromage, oeufs, pain, volailles, agneau, boeuf, cochon, pommes et jus, miel, noix, huile d'olive, safran, spiruline";"Distribution le mardi tous les 15 jours de 18h15 à 19h15 à la Salle de l'ancienne Mairie ""Gérard Delaunay""."
"AMAP Le Flayosquet en Dracénie";flayosc;83;go.php?typ=1&id=317;amap.flayosquet@gmail.com;" Légumes, fruits, fromages, oeufs, volaille, viandes, poisson, pain, céréales, vin, miel, olives";"Distribution le jeudi de 18h à 19h à l'Usine de la Redonne."
AMAP;"la garde";83;"https://www.facebook.com/pg/amaplagarde/ | go.php?typ=1&id=825";contact@1001tomates.fr;" Légumes BIO, fruits BIO, oeufs BIO";"Distribution le vendredi de 17h à 19h - 669, Chemin d'Astouret."
"Les Paniers de l'Issole";la-roquebrussanne;83;https://fr-fr.facebook.com/people/Amap-Paniers-de-lIssole/100009427518349;lespaniersdelissole@gmail.com;" Légumes, fromages (vache, brebis, chèvre), viandes (boeuf, agneau, porc), volailles, poisson, oeufs, céréales, farine, légumes secs, pain, noix, huile d'olive, miel";"Livraison le samedi de 10h30 à 12h30, une fois par mois, au Domaine du Reïne - Route de Garéoult. Les produits ne sont pas tous BIO, mais sont tous conduits au maximum en bio."
"AMAP La Seyne sur Mer";la-seyne-sur-mer;83;go.php?typ=1&id=327;amaplaseynesurmer@hotmail.fr;" Légumes, fruits (pommes/poires/abricots/agrumes/noix/pruneaux), volailles (poulets/pintades/chapons), oeufs, fromages (chèvre, brebis), pain au levain, céréales, jus de fruits, safran, miel";"Distribution le vendredi de 17h30 à 18h30 dans la cour de l'espace municipal Jean-Baptiste-Coste - 64, Chemin Aimé Genoud. Tous les produits sont BIO."
"AMAP Arc-en-Ciel";le-beausset;83;"https://www.facebook.com/lebeaussetenvironnement | go.php?typ=1&id=328";amap.lebeausset@gmail.com;" Légumes, fromages de chèvre BIO, viande d'gneau BIO, viande bovine BIO, volaille BIO, pommes BIO, fruits d'été, farine BIO, pois chiches, vins BIO";"Distribution le mardi et le vendredi de 17h à 19h au 389, ancien Chemin Marseille à Toulon dans une grande serre verte. Contact téléphonique: 06 77 92 74 41"
"AMAP LEI BANCAOU";le-beausset;83;https://www.facebook.com/p/Amap-Lei-Bancaou-d-Evenos-100066833061438/;amapleibancaou@gmail.com;" Légumes BIO";"Distribution s de 17h à 18h30 : - le lundi devant la cave à vins Plaisirs Divins - RN8 au Beausset - le jeudi sur la place en face du bar à Sainte Anne d?Evenos"
"AMAP des Maures";le-cannet-des-maures;83;"https://www.facebook.com/amapdesmaures/ | go.php?typ=1&id=331";amapdesmaures@orange.fr;" Légumes, fruits, agrumes, fromage de chèvre, viande, volaille, oeufs, poisson, pain, miel, vin BIO, bière";"Distribution le vendredi de 17h30 à 18h30 dans salle du petit foyer de la Mairie du Cannet."
"Les Colibris du Thoronet";le-thoronet;83;go.php?typ=1&id=1876;colibritho@free.fr;" Légumes BIO, oeufs BIO, vin, miel, poulets, farines";"Distribution le lundi de 18h à 19h au centre-ville."
"AMAP Les Arcs";les-arcs-sur-argens;83;https://www.facebook.com/amapLesArcs/?locale=fr_FR;jean-pierre.moronval@orange.fr;" Légumes BIO, fruits, fromage, oeufs, pain, poisson,volaille";"Distribution le lundi de 17h45 à 19h15 au Château Morard (près de la gare ferroviaire)."
