nom_marche;departement;commune;code_postal;horaires;url
Marché de Wazemmes;59;Lille;59000;"dimanche 07:00 - 15:00; mardi 07:00 - 15:00; jeudi 07:00 - 15:00";https://nosmarches.com/marche/marche-de-wazemmes-lille
Marché de Chanzy;93;Livry-Gargan;93190;"mardi 08:00 - 13:00; dimanche 08:00 - 13:00; jeudi 08:00 - 13:00";https://nosmarches.com/marche/marche-de-chanzy-livry-gargan
Marché local de Sainte-Croix-aux-Mines.;68;Sainte-Croix-aux-Mines;68160;samedi 08:00 - 12:00;https://nosmarches.com/marche/marche-local-de-sainte-croix-aux-mines-sainte-croix-aux-mines
Marché de Roissy-en-Brie;77;Roissy-en-Brie;77680;"mercredi 08:00 - 13:00; samedi 08:00 - 13:00";https://nosmarches.com/marche/marche-de-roissy-en-brie-roissy-en-brie
Marché couvert;77;Chelles;77500;"mardi 08:00 - 13:00; jeudi 08:00 - 13:00; dimanche 08:00 - 13:30";https://nosmarches.com/marche/marche-couvert-chelles
Marché Veuzain-sur-Loire;;;;mardi 13:00 - 19:00;https://nosmarches.com/marche/marche-veuzain-sur-loire-veuzain-sur-loire
Marché Alimentaire et Fleurs Duchère Sauvegarde;69;Lyon 9e Arrondissement;69009;"dimanche 06:00 - 13:00; jeudi 06:00 - 13:00";https://nosmarches.com/marche/marche-alimentaire-et-fleurs-duchere-sauvegarde-lyon-9e-arrondissement
Marché Le Péage-de-Roussillon;38;Le Péage-de-Roussillon;38550;"samedi 08:00 - 12:00; jeudi 08:00 - 12:00";https://nosmarches.com/marche/marche-le-peage-de-roussillon-le-peage-de-roussillon
Marché de Brides-les-Bains - Mercredi 03 juin;73;Brides-les-Bains;73570;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-brides-les-bains-mercredi-03-juin-brides-les-bains
Marché de La Grand Croix;42;La Grand-Croix;42320;lundi 08:00 - 12:00;https://nosmarches.com/marche/marche-de-la-grand-croix-la-grand-croix
Marché de Brides-les-Bains - Mercredi 20 mai;73;Brides-les-Bains;73570;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-brides-les-bains-mercredi-20-mai-brides-les-bains
La Halle;58;Magny-Cours;58470;"mardi 09:00 - 12:00; vendredi 17:00 - 19:30";https://nosmarches.com/marche/la-halle-magny-cours
Marché mensuel d'Ousson-sur-Loire - Vendredi;45;Ousson-sur-Loire;45250;vendredi 08:00 - 13:00;https://nosmarches.com/marche/marche-mensuel-d-ousson-sur-loire-vendredi-ousson-sur-loire
Marché de la Gare;77;Pontault-Combault;77340;dimanche 08:00 - 12:30;https://nosmarches.com/marche/marche-de-la-gare-pontault-combault
Petit marché de producteurs de St Etienne du Bois;01;Saint-Étienne-du-Bois;01370;dimanche 08:30 - 12:30;https://nosmarches.com/marche/petit-marche-de-producteurs-de-st-etienne-du-bois-saint-etienne-du-bois
Marché hebdomadaire de St Hilaire d'Ozilhan;30;Saint-Hilaire-d'Ozilhan;30210;mardi 08:00 - 13:00;https://nosmarches.com/marche/marche-hebdomadaire-de-st-hilaire-d-ozilhan-saint-hilaire-d-ozilhan
Marché de Brides-les-Bains - Mercredi 14 octobre;73;Brides-les-Bains;73570;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-brides-les-bains-mercredi-14-octobre-brides-les-bains
Marché Couvert d'Épinal;88;Épinal;88000;"mardi 07:00 - 18:00; mercredi 07:00 - 18:00; jeudi 07:00 - 18:00; vendredi 07:00 - 19:00; samedi 06:30 - 17:00";https://nosmarches.com/marche/marche-couvert-d-epinal-epinal
Marché le jeudi matin;03;Toulon-sur-Allier;03400;jeudi 08:00 - 12:00;https://nosmarches.com/marche/marche-le-jeudi-matin-toulon-sur-allier
Marché de Le Gua;17;Le Gua;17600;"dimanche 08:30 - 13:00; jeudi 08:30 - 13:00";https://nosmarches.com/marche/marche-de-le-gua-le-gua
Marché hebdomadaire;01;Châtillon-sur-Chalaronne;01400;samedi 08:00 - 13:00;https://nosmarches.com/marche/marche-hebdomadaire-chatillon-sur-chalaronne
Marché du jeudi soir au Loroux-Bottereau;44;Le Loroux-Bottereau;44430;jeudi 08:00 - 13:00;https://nosmarches.com/marche/marche-du-jeudi-soir-au-loroux-bottereau-le-loroux-bottereau
Marché hebdomadaire de Maurs;15;Maurs;15600;jeudi 08:00 - 13:00;https://nosmarches.com/marche/marche-hebdomadaire-de-maurs-maurs
Marché de producteurs locaux;38;Saint Antoine l'Abbaye;38160;vendredi 16:30 - 19:00;https://nosmarches.com/marche/marche-de-producteurs-locaux-saint-antoine-l-abbaye
Marché du dimanche;84;Sorgues;84700;dimanche 08:00 - 13:00;https://nosmarches.com/marche/marche-du-dimanche-sorgues
Foirail aux bovins;12;Laissac-Sévérac l'Église;12310;dimanche 08:00 - 13:00;https://nosmarches.com/marche/foirail-aux-bovins-laissac-severac-l-eglise
Marché hebdomadaire - Saint-André-le-Gaz;38;Saint-André-le-Gaz;38490;dimanche 07:00 - 13:00;https://nosmarches.com/marche/marche-hebdomadaire-saint-andre-le-gaz-saint-andre-le-gaz
Marché de Brides-les-Bains - Mercredi 08 juillet;73;Brides-les-Bains;73570;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-brides-les-bains-mercredi-08-juillet-brides-les-bains
Marché de Brides-les-Bains - Mercredi 08 avril;73;Brides-les-Bains;73570;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-brides-les-bains-mercredi-08-avril-brides-les-bains
Marché couvert;54;Pont-à-Mousson;54700;samedi 08:00 - 13:00;https://nosmarches.com/marche/marche-couvert-pont-a-mousson
Marché quartier Andrézieux;42;Andrézieux-Bouthéon;42160;mardi 08:00 - 12:00;https://nosmarches.com/marche/marche-quartier-andrezieux-andrezieux-boutheon
Marché de l'Époque;93;Villemomble;93250;"mercredi 07:00 - 12:00; samedi 07:00 - 12:00";https://nosmarches.com/marche/marche-de-l-epoque-villemomble
Marché de la Place de l'église;45;La Selle-en-Hermoy;45210;jeudi 16:30 - 20:00;https://nosmarches.com/marche/marche-de-la-place-de-l-eglise-la-selle-en-hermoy
Marché de l'Hôtel de Ville;69;Tassin-la-Demi-Lune;69160;vendredi 07:30 - 12:30;https://nosmarches.com/marche/marche-de-l-hotel-de-ville-tassin-la-demi-lune
Marché Alimentaire Place du Griffon;69;Limonest;69760;samedi 08:00 - 12:00;https://nosmarches.com/marche/marche-alimentaire-place-du-griffon-limonest
Marché du Pin;38;Villages du Lac de Paladru;38730;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-du-pin-villages-du-lac-de-paladru
Marché de producteurs et d'artisans;38;Lalley;38930;mercredi 17:30 - 20:30;https://nosmarches.com/marche/marche-de-producteurs-et-d-artisans-lalley
Marché hebdomadaire;57;Dieuze;57260;vendredi 08:00 - 13:00;https://nosmarches.com/marche/marche-hebdomadaire-dieuze
Petit marché de producteurs;39;Commenailles;39140;samedi 08:00 - 12:00;https://nosmarches.com/marche/petit-marche-de-producteurs-commenailles
Marché de Brides-les-Bains - Mercredi 22 avril;73;Brides-les-Bains;73570;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-brides-les-bains-mercredi-22-avril-brides-les-bains
Marché de la Place de l'Eglise;45;La Selle sur le Bied;45210;samedi 08:30 - 12:00;https://nosmarches.com/marche/marche-de-la-place-de-l-eglise-la-selle-sur-le-bied
Marché de La Selle-sur-le-Bied - Samedi;45;La Selle-sur-le-Bied;45210;samedi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-la-selle-sur-le-bied-samedi-la-selle-sur-le-bied
Marché du Hameau;64;Pau;64000;dimanche 08:00 - 13:30;https://nosmarches.com/marche/marche-du-hameau-pau
Marché des Mortefontaines;95;Deuil-la-Barre;95170;"mardi 08:00 - 13:00; mercredi 08:00 - 13:00; jeudi 08:00 - 13:00; vendredi 08:00 - 13:00; samedi 08:00 - 13:00";https://nosmarches.com/marche/marche-des-mortefontaines-deuil-la-barre
Marché de Poule-les-Echarmeaux;69;Poule-les-Écharmeaux;69870;vendredi 16:00 - 19:00;https://nosmarches.com/marche/marche-de-poule-les-echarmeaux-poule-les-echarmeaux
Mail Gaillardon;77;Melun;77000;samedi 08:00 - 13:00;https://nosmarches.com/marche/mail-gaillardon-melun
Marché Vendredi matin;11;Ouveillan;11590;vendredi 07:00 - 13:00;https://nosmarches.com/marche/marche-vendredi-matin-ouveillan
Marché de créateurs - LémanCréativ';74;Thonon-les-Bains;74200;"dimanche 08:00 - 13:00; vendredi 08:00 - 13:00; dimanche 10:00 - 19:00";https://nosmarches.com/marche/marche-de-createurs-lemancreativ-thonon-les-bains
Marché hebdomadaire;43;Saint-Front;43550;vendredi 08:00 - 13:00;https://nosmarches.com/marche/marche-hebdomadaire-saint-front
Marché de Neuilly-Plaisance;93;Neuilly-Plaisance;93360;"mardi 08:00 - 13:00; dimanche 08:00 - 13:00; jeudi 08:00 - 13:00";https://nosmarches.com/marche/marche-de-neuilly-plaisance-neuilly-plaisance
Marché du Vieux Pays;93;Aulnay-sous-Bois;93600;"samedi 09:00 - 13:30; mercredi 09:00 - 13:30";https://nosmarches.com/marche/marche-du-vieux-pays-aulnay-sous-bois
Marché des producteurs de Pontaillac;17;Royan;17200;"dimanche 08:30 - 13:00; jeudi 08:30 - 13:00";https://nosmarches.com/marche/marche-des-producteurs-de-pontaillac-royan
Les marchés BIO Le Tholy et Tendon;88;Tendon;88460;samedi 10:00 - 12:00;https://nosmarches.com/marche/les-marches-bio-le-tholy-et-tendon-tendon
Marché de Mont-Mesly;94;Créteil;94000;"mardi 08:00 - 13:00; vendredi 08:00 - 13:00";https://nosmarches.com/marche/marche-de-mont-mesly-creteil
Marché traditionnel du jeudi;24;Lalinde;24150;jeudi 08:00 - 13:00;https://nosmarches.com/marche/marche-traditionnel-du-jeudi-lalinde
Marché de Pays - Arrens-Marsous;65;Arrens-Marsous;65400;samedi 10:30 - 13:00;https://nosmarches.com/marche/marche-de-pays-arrens-marsous-arrens-marsous
"Marché de producteurs de pays ""Bienvenue à la ferme"" de Lacave";46;Lacave;46200;"lundi 16:00 - 19:30; jeudi 16:00 - 19:30";https://nosmarches.com/marche/marche-de-producteurs-de-pays-bienvenue-a-la-ferme-de-lacave-lacave
Marché de producteurs;71;Moroges;71390;samedi 09:00 - 12:00;https://nosmarches.com/marche/marche-de-producteurs-moroges
Marché de producteurs Bienvenue à la ferme;71;Saint-Romain-sous-Gourdon;71230;;https://nosmarches.com/marche/marche-de-producteurs-bienvenue-a-la-ferme-saint-romain-sous-gourdon
Les Halles Vauban;Pe;Perpignan;Perpignan;"mardi 08:00 - 20:00; mercredi 08:00 - 20:00; jeudi 08:00 - 20:00; vendredi 08:00 - 20:00; samedi 08:00 - 20:00; dimanche 08:00 - 20:00";https://nosmarches.com/marche/les-halles-vauban-perpignan
Marché Clodion;Pe;Perpignan;Perpignan;samedi 07:30 - 13:00;https://nosmarches.com/marche/marche-clodion-perpignan
"Marché de producteurs de pays ""Bienvenue à la ferme"" de Carennac";46;Carennac;46110;mardi 17:00 - 20:00;https://nosmarches.com/marche/marche-de-producteurs-de-pays-bienvenue-a-la-ferme-de-carennac-carennac
Les Halles de la Gaudine;72;Saint-Pavace;72190;samedi 09:00 - 13:00;https://nosmarches.com/marche/les-halles-de-la-gaudine-saint-pavace
"Marché de producteurs de pays ""Bienvenue à la ferme"" de Souillac";46;Souillac;46200;mercredi 17:00 - 20:00;https://nosmarches.com/marche/marche-de-producteurs-de-pays-bienvenue-a-la-ferme-de-souillac-souillac
Halle;46;Souillac;46200;vendredi 07:00 - 13:00;https://nosmarches.com/marche/halle-souillac
Marché de producteurs;10;Lesmont;10500;;https://nosmarches.com/marche/marche-de-producteurs-lesmont
Les Halles;85;Noirmoutier-en-l'Île;85330;vendredi 08:00 - 13:00;https://nosmarches.com/marche/les-halles-noirmoutier-en-l-ile
Marché Place de Belgique;66;Perpignan;66000;"jeudi 07:30 - 12:00; dimanche 07:30 - 12:00";https://nosmarches.com/marche/marche-place-de-belgique-perpignan
Marché de la Sardane;Pe;Perpignan;Perpignan;mercredi 07:30 - 12:00;https://nosmarches.com/marche/marche-de-la-sardane-perpignan
Marché des producteurs de Saint-Isidore;0N;Saint-Isidore;0Nice;samedi 06:00 - 13:00;https://nosmarches.com/marche/marche-des-producteurs-de-saint-isidore-nice
Marché Saint-Martin;Pe;Perpignan;Perpignan;"mercredi 07:30 - 12:00; samedi 07:30 - 12:00";https://nosmarches.com/marche/marche-saint-martin-perpignan
Les Bouquinistes du Quai Vauban;Pe;Perpignan;Perpignan;mercredi 09:00 - 17:00;https://nosmarches.com/marche/les-bouquinistes-du-quai-vauban-perpignan
Marché de producteurs locaux de Chenaud;24;Parcoul-Chenaud;24410;jeudi 17:00 - 19:00;https://nosmarches.com/marche/marche-de-producteurs-locaux-de-chenaud-parcoul-chenaud
Marché nocturne;40;Mimizan Plage;40200;"mardi 19:00 - 23:59; samedi 19:00 - 23:59";https://nosmarches.com/marche/marche-nocturne-mimizan-plage
Marché aux Truffes à Limogne en Quercy;46;Limogne-en-Quercy;46260;vendredi 10:30 - 12:00;https://nosmarches.com/marche/marche-aux-truffes-a-limogne-en-quercy-limogne-en-quercy
Le petit marché alimentaire;40;Messanges;40660;mercredi 08:00 - 12:30;https://nosmarches.com/marche/le-petit-marche-alimentaire-messanges
Marché place Museux;Re;Reims;Reims;mardi 05:00 - 13:00;https://nosmarches.com/marche/marche-place-museux-reims
Marché de Producteurs Bio et locaux à Théminettes;46;Théminettes;46120;vendredi 17:00 - 19:00;https://nosmarches.com/marche/marche-de-producteurs-bio-et-locaux-a-theminettes-theminettes
Marché des Producteurs de Pays;47;Laparade;47260;mardi 18:30 - 23:59;https://nosmarches.com/marche/marche-des-producteurs-de-pays-laparade
Marché nocturne de Fréjus-Plage;83;Fréjus;83600;"lundi 20:00 - 23:59; mardi 20:00 - 23:59; mercredi 20:00 - 23:59; jeudi 20:00 - 23:59; vendredi 20:00 - 23:59; samedi 20:00 - 23:59; dimanche 20:00 - 23:59";https://nosmarches.com/marche/marche-nocturne-de-frejus-plage-frejus
Marché de Chemintrand;63;Baffie;63600;samedi 17:00 - 19:00;https://nosmarches.com/marche/marche-de-chemintrand-baffie
Marché de producteurs bio;39;Arbois;39600;;https://nosmarches.com/marche/marche-de-producteurs-bio-arbois
Marché nocturne de Port-Fréjus;83;Fréjus;83600;"lundi 19:00 - 23:59; mardi 19:00 - 23:59; mercredi 19:00 - 23:59; jeudi 19:00 - 23:59; vendredi 19:00 - 23:59; samedi 19:00 - 23:59; dimanche 19:00 - 23:59";https://nosmarches.com/marche/marche-nocturne-de-port-frejus-frejus
Marché aux Truffes à Lalbenque;46;Lalbenque;46230;mardi 14:30 - 16:30;https://nosmarches.com/marche/marche-aux-truffes-a-lalbenque-lalbenque
Petit marché traditionnel de Nérac;47;Nérac;47600;vendredi 08:00 - 12:00;https://nosmarches.com/marche/petit-marche-traditionnel-de-nerac-nerac
Marché traditionnel de Mézin;47;Mézin;47170;"dimanche 08:00 - 13:00; jeudi 08:00 - 12:00";https://nosmarches.com/marche/marche-traditionnel-de-mezin-mezin
Marché de producteurs hebdomadaire du Domaine Neuf;58;Saint-Hilaire-Fontaine;58300;vendredi 18:00 - 20:00;https://nosmarches.com/marche/marche-de-producteurs-hebdomadaire-du-domaine-neuf-saint-hilaire-fontaine
Marché de producteurs Bienvenue à la ferme;71;Saint-Eusèbe;71210;;https://nosmarches.com/marche/marche-de-producteurs-bienvenue-a-la-ferme-saint-eusebe
Marché éco-responsable et pêcheurs;14;Trouville-sur-Mer;14360;samedi 08:30 - 13:00;https://nosmarches.com/marche/marche-eco-responsable-et-pecheurs-trouville-sur-mer
Marché nocturne à Boyardville;17;Saint-Georges-d'Oléron;17190;"lundi 17:30 - 23:59; mardi 17:30 - 23:59; mercredi 17:30 - 23:59; jeudi 17:30 - 23:59; vendredi 17:30 - 23:59; samedi 17:30 - 23:59; dimanche 17:30 - 23:59";https://nosmarches.com/marche/marche-nocturne-a-boyardville-saint-georges-d-oleron
Marché à la ferme de Combrand;79;Combrand;79140;jeudi 17:00 - 19:30;https://nosmarches.com/marche/marche-a-la-ferme-de-combrand-combrand
Marché de Cimiez;06;Nice;06100;"mardi 06:00 - 13:00; mercredi 06:00 - 13:00; jeudi 06:00 - 13:00; vendredi 06:00 - 13:00; samedi 06:00 - 13:00; dimanche 06:00 - 13:00";https://nosmarches.com/marche/marche-de-cimiez-nice
Marché aux poissons Saint-François;06;Nice;06300;"mardi 06:00 - 13:00; mercredi 06:00 - 13:00; jeudi 06:00 - 13:00; vendredi 06:00 - 13:00; samedi 06:00 - 13:00; dimanche 06:00 - 13:00";https://nosmarches.com/marche/marche-aux-poissons-saint-francois-nice
Marché Poissons Libération;06;Nice;06000;"mardi 06:00 - 12:30; mercredi 06:00 - 12:30; jeudi 06:00 - 12:30; vendredi 06:00 - 12:30; samedi 06:00 - 12:30; dimanche 06:00 - 12:30";https://nosmarches.com/marche/marche-poissons-liberation-nice
Marché à la brocante du Cours Saleya;06;Nice;06300;lundi 07:00 - 18:00;https://nosmarches.com/marche/marche-a-la-brocante-du-cours-saleya-nice
Marché forain du Ray Gorbella;0N;avenue Comte de Falicon;0Nice;"mercredi 06:30 - 13:00; vendredi 06:30 - 13:00";https://nosmarches.com/marche/marche-forain-du-ray-gorbella-nice
Marché Fruits et Légumes Libération;06;Nice;06000;"mardi 06:00 - 12:30; mercredi 06:00 - 12:30; jeudi 06:00 - 12:30; vendredi 06:00 - 12:30; samedi 06:00 - 12:30; dimanche 06:00 - 12:30";https://nosmarches.com/marche/marche-fruits-et-legumes-liberation-nice
Marché Saint-Roch;06;Nice;06300;"mardi 06:00 - 13:00; mercredi 06:00 - 13:00; jeudi 06:00 - 13:00; vendredi 06:00 - 13:00; samedi 06:00 - 13:00; dimanche 06:00 - 13:00";https://nosmarches.com/marche/marche-saint-roch-nice
Marché de l'Ariane;06;Nice;06300;"mardi 06:00 - 13:00; mercredi 06:00 - 13:00; jeudi 06:00 - 13:00; vendredi 06:00 - 13:00; samedi 06:00 - 13:00; dimanche 06:00 - 13:00";https://nosmarches.com/marche/marche-de-l-ariane-nice
Marché forain de Bon Voyage;06;Nice;06300;"mercredi 06:30 - 13:00; samedi 06:30 - 13:00";https://nosmarches.com/marche/marche-forain-de-bon-voyage-nice
Marché aux poissons;76;Le Havre;76600;"lundi 08:30 - 13:30; mardi 08:30 - 13:30; mercredi 08:30 - 13:30; jeudi 08:30 - 13:30; vendredi 08:30 - 13:30; samedi 08:30 - 13:30";https://nosmarches.com/marche/marche-aux-poissons-le-havre
Marché Thiers;;;;"lundi 07:30 - 13:30; mercredi 07:30 - 13:30; vendredi 07:30 - 13:30";https://nosmarches.com/marche/marche-lundi-mercredi-vendredi-le-havre
Marché forain Charles Ehrmann;ro;parvis de la salle Nikaïa;route de Grenoble;jeudi 06:30 - 14:00;https://nosmarches.com/marche/marche-forain-charles-ehrmann-nice
Marché du Vigenal;87;Limoges;87100;vendredi 15:00 - 20:00;https://nosmarches.com/marche/marche-du-vigenal-limoges
Marché de Sainte-Cécile;76;Le Havre;76610;"mardi 07:30 - 13:30; jeudi 07:30 - 13:30; samedi 07:30 - 13:30";https://nosmarches.com/marche/marche-de-sainte-cecile-le-havre
Marché de Rouelles;Le;Rouelles;Le Havre;jeudi 07:30 - 13:30;https://nosmarches.com/marche/marche-de-rouelles-le-havre
Marché Poincaré;76;Le Havre;76620;vendredi 07:30 - 13:30;https://nosmarches.com/marche/marche-poincare-le-havre
Marché Vavasseur;Le;Sanvic;Le Havre;samedi 07:30 - 13:30;https://nosmarches.com/marche/marche-vavasseur-le-havre
Marché des Longes;87;Limoges;87000;jeudi 07:00 - 13:00;https://nosmarches.com/marche/marche-des-longes-limoges
Marché du livre du Palais de Justice;06;Nice;06300;samedi 07:00 - 17:00;https://nosmarches.com/marche/marche-du-livre-du-palais-de-justice-nice
Marché de la place des Carmes;87;Limoges;87000;samedi 07:00 - 13:00;https://nosmarches.com/marche/marche-de-la-place-des-carmes-limoges
Marché de La Bastide;Li;La Bastide;Limoges;"mardi 07:00 - 13:00; jeudi 07:00 - 13:00";https://nosmarches.com/marche/marche-de-la-bastide-limoges
Les Halles Centrales;76;Le Havre;76600;dimanche 08:30 - 13:00;https://nosmarches.com/marche/les-halles-centrales-le-havre
Les Halles Carnot;87;Limoges;87100;"mardi 07:00 - 13:00; mercredi 07:00 - 13:00; jeudi 07:00 - 13:00; vendredi 07:00 - 14:00; samedi 07:00 - 14:00";https://nosmarches.com/marche/les-halles-carnot-limoges
Marché de Graville;76;Le Havre;76600;mardi 07:30 - 13:30;https://nosmarches.com/marche/marche-de-graville-le-havre
Marché du centre-ville - Mercredi;13;Arles;13200;mercredi 08:00 - 12:45;https://nosmarches.com/marche/marche-du-centre-ville-mercredi-arles
Marché de Raphèle;Ar;Raphèle-lès-Arles;Arles;mardi 07:30 - 12:30;https://nosmarches.com/marche/marche-de-raphele-arles
Marché de Pont-de-Crau;Ar;Pont-de-Crau;Arles;dimanche 08:30 - 12:30;https://nosmarches.com/marche/marche-de-pont-de-crau-arles
Marché de Trinquetaille;Ar;Trinquetaille;Arles;mardi 07:30 - 12:30;https://nosmarches.com/marche/marche-de-trinquetaille-arles
Foire à la brocante des Lices;13;Arles;13200;mercredi 08:00 - 17:30;https://nosmarches.com/marche/foire-a-la-brocante-des-lices-arles
Marché aux poissons Man Zouzou;97;Fort-de-France;97200;"lundi 06:00 - 18:00; mardi 06:00 - 18:00; mercredi 06:00 - 18:00; jeudi 06:00 - 18:00; vendredi 06:00 - 18:00; samedi 06:00 - 18:00";https://nosmarches.com/marche/marche-aux-poissons-man-zouzou-fort-de-france
Marché couvert de Fort-de-France (marché aux épices);97;Fort-de-France;97200;"lundi 06:00 - 16:00; mardi 06:00 - 16:00; mercredi 06:00 - 16:00; jeudi 06:00 - 16:00; vendredi 06:00 - 16:00; samedi 06:00 - 15:00";https://nosmarches.com/marche/marche-couvert-de-fort-de-france-marche-aux-epices-fort-de-france
Marché d'artisanat local et souvenirs;97;Fort-de-France;97200;"lundi 05:00 - 16:00; mardi 05:00 - 16:00; mercredi 05:00 - 16:00; jeudi 05:00 - 16:00; vendredi 05:00 - 16:00; samedi 06:00 - 15:00";https://nosmarches.com/marche/marche-d-artisanat-local-et-souvenirs-fort-de-france
Marché du centre-ville - Samedi;13;Arles;13200;samedi 08:00 - 12:45;https://nosmarches.com/marche/marche-du-centre-ville-samedi-arles
Marché Saint-Michel;27;Évreux;27000;"mardi 08:00 - 13:00; vendredi 08:00 - 13:00";https://nosmarches.com/marche/marche-saint-michel-evreux
Marché Place Carnot;11;Carcassonne;11000;"mardi 07:00 - 13:00; jeudi 07:00 - 13:00; samedi 07:00 - 13:00";https://nosmarches.com/marche/marche-place-carnot-carcassonne
Marché du centre-ville d'Évreux;27;Évreux;27000;"mercredi 08:00 - 13:00; samedi 08:00 - 13:00";https://nosmarches.com/marche/marche-du-centre-ville-d-evreux-evreux
Halles Prosper Montagné;11;Carcassonne;11000;"mardi 07:00 - 13:00; mercredi 07:00 - 13:00; jeudi 07:00 - 13:00; vendredi 07:00 - 13:00; samedi 07:00 - 13:00";https://nosmarches.com/marche/halles-prosper-montagne-carcassonne
Marché de la Madeleine;27;Évreux;27000;"vendredi 13:00 - 18:00; dimanche 08:00 - 13:00";https://nosmarches.com/marche/marche-de-la-madeleine-evreux
Marché du centre-ville de Saint-Brieuc;Sa;du Martray et de la Grille;Saint-Brieuc;"mercredi 08:00 - 13:00; samedi 08:00 - 13:00";https://nosmarches.com/marche/marche-du-centre-ville-de-saint-brieuc-saint-brieuc
Marché de la Croix Saint-Lambert;22;Saint-Brieuc;22000;dimanche 09:00 - 14:00;https://nosmarches.com/marche/marche-de-la-croix-saint-lambert-saint-brieuc
Marché du jeudi - Place de Gaulle;50;Cherbourg-en-Cotentin;50100;jeudi 08:30 - 13:30;https://nosmarches.com/marche/marche-du-jeudi-place-de-gaulle-cherbourg-en-cotentin
Marché du mercredi - Place Alfred Rossel;50;Cherbourg-en-Cotentin;50100;mercredi 08:30 - 13:00;https://nosmarches.com/marche/marche-du-mercredi-place-alfred-rossel-cherbourg-en-cotentin
Marché du dimanche - Avenue de Normandie;50;Cherbourg-en-Cotentin;50100;dimanche 08:30 - 13:30;https://nosmarches.com/marche/marche-du-dimanche-avenue-de-normandie-cherbourg-en-cotentin
Marché aux puces de Cherbourg;50;Cherbourg-en-Cotentin;50100;;https://nosmarches.com/marche/marche-aux-puces-de-cherbourg-cherbourg-en-cotentin
Marché du Cours Mirabeau;11;Narbonne;11100;"jeudi 07:00 - 13:00; dimanche 07:00 - 13:00";https://nosmarches.com/marche/marche-du-cours-mirabeau-narbonne
Marché Place au Blé;11;Narbonne;11100;mardi 07:00 - 13:00;https://nosmarches.com/marche/marche-place-au-ble-narbonne
Marché Saint-Jean - Saint-Pierre;Na;avenue de la Naïade;Narbonne;samedi 07:00 - 13:00;https://nosmarches.com/marche/marche-saint-jean-saint-pierre-narbonne
Marché bio du Cours Mirabeau;11;Narbonne;11100;samedi 08:00 - 13:00;https://nosmarches.com/marche/marche-bio-du-cours-mirabeau-narbonne
Marché des Chartreux;10;Troyes;10000;dimanche 08:00 - 13:00;https://nosmarches.com/marche/marche-des-chartreux-troyes
Marché de Mondésir;Mé;avenue de la Marne;Mérignac;dimanche 07:30 - 13:00;https://nosmarches.com/marche/marche-de-mondesir-merignac
Marché du boulevard Commandant Roumens;11;Carcassonne;11000;samedi 07:00 - 13:00;https://nosmarches.com/marche/marche-du-boulevard-commandant-roumens-carcassonne
Marché des Allées de l'Oulle;84;Avignon;84000;lundi 17:00 - 20:00;https://nosmarches.com/marche/marche-des-allees-de-l-oulle-avignon
Marché d'Équeurdreville-Hainneville;50;Cherbourg-en-Cotentin;50100;vendredi 08:00 - 13:00;https://nosmarches.com/marche/marche-d-equeurdreville-hainneville-cherbourg-en-cotentin
Marché de La Glacerie;50;Cherbourg-en-Cotentin;50100;mercredi 08:00 - 13:00;https://nosmarches.com/marche/marche-de-la-glacerie-cherbourg-en-cotentin
Marché de l'avenue Schumann;02;Saint-Quentin;02100;vendredi 07:30 - 12:30;https://nosmarches.com/marche/marche-de-l-avenue-schumann-saint-quentin
Marché du boulevard Cordier;02;Saint-Quentin;02100;dimanche 08:00 - 12:30;https://nosmarches.com/marche/marche-du-boulevard-cordier-saint-quentin
Marché de l'avenue Pierre Choquart;02;Saint-Quentin;02100;jeudi 07:30 - 12:30;https://nosmarches.com/marche/marche-de-l-avenue-pierre-choquart-saint-quentin
Marché du Centre-Ville de Mérignac;33;Mérignac;33700;"mercredi 07:30 - 13:00; samedi 07:30 - 13:00";https://nosmarches.com/marche/marche-du-centre-ville-de-merignac-merignac
Marché ambulant Place du Donjon;79;Niort;79000;"jeudi 08:00 - 18:00; samedi 08:00 - 18:00";https://nosmarches.com/marche/marche-ambulant-place-du-donjon-niort
Marché de la Place des Halles;60;Beauvais;60000;"mercredi 08:00 - 13:00; samedi 08:00 - 13:00";https://nosmarches.com/marche/marche-de-la-place-des-halles-beauvais
Marché Windsor;92;Neuilly-sur-Seine;92200;"mercredi 07:30 - 13:30; vendredi 07:30 - 13:30; dimanche 07:30 - 14:00";https://nosmarches.com/marche/marche-windsor-neuilly-sur-seine
Marché de la Dhuys;Mo;entre rue Saint-Denis et avenue Fernand Lamaze;Montreuil;"mardi 08:00 - 13:30; vendredi 08:00 - 13:30";https://nosmarches.com/marche/marche-de-la-dhuys-montreuil
Marché du Clos-Gauthier;86;Poitiers;86000;jeudi 09:00 - 14:00;https://nosmarches.com/marche/marche-du-clos-gauthier-poitiers
